关卡牌局代码,地形编号,开始次数,净过关次数,净胜率(%),ReplayCode,模拟胜利,模拟失败,模拟胜率(%),模拟平均步数,耗时ms,地形总牌数
3-4-2-19-228785290,100070,55,8,14.55,DcHLFQIhDADAQP4EloB3nxagBxuxAduwMEuyE52h9+nxvdyvr9sHSgUEJBYlNi9SGzS3UPToZCYi2ktvlbsacXNRtuHU4pgZC2178bIXeeXUPP7ySIO5iwv0McGwroi1VqsokKODwPP8Aw==,66,134,33.00,117.0,1344,117
7-3-4-20-2105195759,100052,55,26,47.27,Dcq3EQJBDABA+TM6q/8ZmqMQEkohpgFC6qEOPt1ZeZwybq/n5/0DBGJkQVFBRQBLuXCFS1lBqRABevMmZL1UlFFaUiR2vpqlkYr06auqLG87lPLyMFBrM3ZGid1bP/ioPWJ2knSMZFXhe/8D,193,7,96.50,120.0,1001,120
9-6-1-25-384250673,100064,55,6,10.91,Dcq3FQIwDABRRQdZzkzBLKwENTOwBqxGR4Gv/O/kcXnfx+v2uf4AiQlQWIMKUkyJcxBVBbJcNHkNQbkYEnmtZikXdyCMwCStVzG3o+6WT2W4MEKQCGGWNjNDW2uNhFz7nrso5j28CmgXOufz+wc=,85,115,42.50,126.0,2295,126
9-2-7-16-1472653979,100079,55,20,36.36,FcixAYAwDANBKXJshwR6ZmIfpqCGsZiEHYAvrnjblutZ72PXAAmiyKorMr1Jmv4spD4NjkA2m4P1oyX6IDwdUTR30mVWKvgdPOcL,154,46,77.00,75.0,448,75
3-5-4-9-295045343,100008,55,25,45.45,Y9HilF5it/it5dZKBkYmBmYWMGRlYGNhY2BmZmZhZWdh4WBg52DjYGJkZWZmZ2RiYWFgeHAdAA==,198,2,99.00,42.0,132,42
9-6-9-15-325611114,100004,55,5,9.09,DcXLEYAgDAXA90IgQPg0ZAvOeLEee3Q8c7AS3cvqNp/3uK81TpCUoIjJsgQUVLgnr7kaNZeI4FqkEd7Yx2D3v4YUjcDaPw==,194,6,97.00,60.0,148,60
3-2-2-20-1815398049,500001,55,3,5.45,BcG5DQJBEATA/aZ739kP59wLiACIi6CQkIgFm3OoCvfb+/G6jvPzM9b5IBASYEy51FZoVAXewzVnWJGaJbQrKDZJHjNE7V1riLkIx1xrDmKvvc33+Qc=,200,0,100.00,78.0,321,78
1-1-1-19-673075905,100070,55,17,30.91,DYzBEUIhDAUTPgECCQnYgBagBxuxAduwMEvybhE/h53Z2Tfz8ufy/F0ft/f9C5iOnACIsGQMTVALFWolhx/cK2DhPtoIcmGpnXRW5ma+VFh27ahzLlBZa9jeau4sGp1wxcCse5qbeZzodpUG/9cJ,192,8,96.00,117.0,1369,117
7-9-8-12-1418352317,100040,55,13,23.64,BcFJAUAAFAXA9/dNGBcN3CUQQzIR9FBACTO6Lu++Hd91nyAQiyrIwAJ318jqHjC7j0UXi0ukSeUI48EP,199,1,99.50,48.0,180,48
3-1-1-23-642328127,100089,55,24,43.64,DczJEQIhEEDRpjcYYNjBMgCDsIzAdEzCm5kagDe5/lf1+XV5/t6P+/XzBTBILIqigExWyB0+sIunSbmUVEu1R2tVyfnOprfcjB1R8bQaAk9W3J7ZKy9ejew8BQwhTUAV6ElkDNh/WDsakAj99gc=,200,0,100.00,114.0,1574,114
7-7-9-14-699037191,200010,55,30,54.55,BcG7FYAgDAXQFxLyA9yHwtJt3MpprJzBMTwWeq/MZXvW47q/E6ACFlTlYlpcJJLMvDX0QV7T0+E2mqb2bmE6NDMq491/,200,0,100.00,57.0,223,57
2-5-7-9-1573798170,100010,55,16,29.09,Dci7DYAwFAPA97XNQkgZhJ5dqCIxBSU1A5LyrvbtHPf1vcc0j6zqdE9QJESQQgnJdFtqKQqrorIhmbs94wc=,199,1,99.50,54.0,302,54
4-9-9-17-1843126016,100034,55,27,49.09,DYrJDYAwDMDSNkeb9BqrH/ZhAeZgAz6wDD9GIZIlS5Zxze96z3U8G4SYAhIQS2KUECkXTmpqTkXOBBFyadVar72xmggYkx86+hiuQuBtv38=,200,0,100.00,72.0,316,72
7-8-1-19-762884719,100085,55,17,30.91,Dcm5DcMwEATAe8hb7vFRIihz5JZciyGoUgNuxKEVTTDltR2f3/58Py4RFTVTL/VWxLxqoIS73yGCRkb2NCa9GgoGI3rTgakZDKwFxGo9iZEMzinn9w8=,178,22,89.00,84.0,496,84
6-4-8-24-1030948273,400015,55,11,20,Dce5AcIwDABAy4/8yq/kLJaKRWiYhA0YgjUomYSCXHf2djx/39fnOB8KtLEOrXU+RJVyDgWBkCpg654CAbjUWoVRTET0c2GfvSo9NM1Ii1nM3iyyM5a0BHkIX99bve9/,66,134,33.00,90.0,371,90
8-7-4-14-120507140,100031,55,38,69.09,BcEJDYAwEATAve621xcDTVCCPlILSEAQShAAMzq2d57Pva8FCzSQQojJs5WqJslY1AHmimBkd400XGqtl1hHtkgmfNcP,200,0,100.00,60.0,137,60
8-2-4-11-1024548051,100026,55,18,32.73,YzHjlshXea937WM1AyMTMwMzIwMjMwsrGzsjBxMLJysnAxczGyMLMwMrIxsDkM3OxMHIzM4CFOBgYWDk5AIq/yYGAA==,200,0,100.00,54.0,188,54
7-6-4-20-154733154,100070,55,17,30.91,DchJAQIxDADAJE3PbJIeCAAB8EAPNpCAERwgaZ3QeQ6/L8/z+ri97j8ABMLAQAABMSLFFPdlivsolMoh5Cap1SLHcajsMyFN2UtS2s/Y3XLMbbSZvOjKFdvsI6Kr1cnLRIeb1OXTyuyT4fv5Aw==,194,6,97.00,117.0,1264,117
5-4-2-21-1087617972,400012,55,19,34.55,DcwLDUIxDADAtuu2fra3LwkCkAGCSJBCCFowgx04AceP0+16fn7vlxcgBUbgmICziGYlxQAEamaOXjB7rod5S4mVQHpSOJBrSzZmL1762iN7q3AYaBJaOnhz3DPi1MUcMgaRQP/18/4B,184,16,92.00,108.0,913,108
1-6-2-25-1438384798,100061,55,26,47.27,BcHLFUIhDAXAywsEQiB87cSa3FmGS5tw5TnureTZjzP+dnme99/n9XjDHeS8R+DDMUCRQT5FySooUVKNlClA1GLURnz0ZANTSc2MeQUkHkh5ldRyJxIZG33Wso1nxtK8uTZ8r38=,176,24,88.00,102.0,821,102
7-5-3-22-1678796284,100083,55,2,3.64,Dcq5FQIxDAXAL0vyfduUsl1suBHV8B5l0AKd0BAhTDxyv72Oz/M6vw8QDIHYEAmglpwPEhPlgtoE3TF4KJmYajBDc5lLpPqYWduQXThYzLaXus6c+lx+/zezsbjePw==,20,180,10.00,90.0,509,90
7-1-5-16-570610174,100090,55,24,43.64,FchLEYAwDEXRvDSfNilLVojAAhaQ1xlsIAUVmKCs7pkr53Lvz3atxyCAGYTCTAKBMswwPaniVrQSNfFCyiLEf6qZewuzyGzRM2v6XFMRncb7AQ==,175,25,87.50,81.0,1051,81
2-1-1-22-1555173002,100065,54,7,12.96,FYy5EQIxDAAl2fIn2/JLE8R0RScMjZHRBkMBhNzF+9j75f39vG7Pxw+QjCG0ltj5AMgRkpXsvCu5Bm+iOhe1ae/ejSJp5jkNJ4CKTUWC57VKZThUc77QyCYK2qQz6R4DCdYOJzma6x8=,179,21,89.50,108.0,1352,108
3-8-6-14-1812230451,400015,54,27,50,BcG7AYMwDAXAp69lS6JlMSpmYRI2yCCp0qfMJCm403O7/7/Xdz8uELGoKAxm4iAw01DSgJhN4zWdJGkuuGRZmNXyEB6Du1DtkZ1S3k3eichyVQknfN4P,194,6,97.00,90.0,855,90
8-7-2-21-999878073,100061,54,7,12.96,Dcm5EcJADABAfSeddL+LJKMMh26CiBnawYlroAic7czKYzu+z/Pz2t+AQCyCnIiR1EQFVLMHMRRWECeQ0BzuKd1Gr+gN+7hndqlhGMYa2UJnHzyMsc7iC1qTZQV5aQRcvz8=,190,10,95.00,102.0,1044,102
6-3-3-14-842554427,100075,54,23,42.59,DcixEQIxDATAk06yZEumAEpiCJlv4hMyWqABKqMh2HDtcTm/t+PzvL8gqgIVmoGECdXxLw6qRPqMVWXhFb5GxFDzNacRcMmWppT2TnTX3mBnZeJ9/QE=,89,111,44.50,84.0,3413,84
9-1-7-21-737870868,100063,54,29,53.7,BcG7EQIxDAXAp49lSZbta4uI6OZSZuiGjOaIiKiEXX0e38/tfj3eLxCLohGb9C4eZJHK4egjPNvwrDDNVAJiBtvI5e4ZKUwwFoaRaPhWWlVSe86SrM3UloNBgvP3Bw==,163,37,81.50,99.0,1426,99
3-6-3-15-1587253847,400012,54,11,20.37,DctJDQJBEADAvnv6mN4vApABgkiQQtCAGyRgh31XSp7H/XZ5/R7XNyARg6iZrwDxUERiYjVgzOqTCQABiC2U0cBSMDwCdxBSpZUZFZCfHQOmfNbWPY3aK716skV6JuH7+QM=,198,2,99.00,108.0,1103,108
1-5-4-20-984484874,100066,54,11,20.37,Fcy7AUIhDAVQQi75EAK4kNXb4NUOYedUjuBIVg6gtqc4uF2Ox+t8f+7PQrUURm2ViJs0qCgbxF27BdwjdMTQnJ5zZg5k/4PDDGOlcd8gcra9XcC/hcXXChaicm1f,183,17,91.50,93.0,2841,93
7-5-6-11-18271368,200012,54,13,24.07,DcRbAUBQEATQ2d25+/IrgBSCaSCAAoRRQhMFOB+H6zQ/13Ys7w1RFRVTYpgPESgYblBmlDCSHTm6LNz5Z+0FnPsH,200,0,100.00,54.0,144,54
6-4-5-13-1794194961,100087,54,25,46.3,DYy5DcNQDEN1H19y6cG8hCu37j1I1ogXywIR8AASeATl3Pbjea/f+wEEGniSgRFlqpIogoEHgOQK8SqjMNU2yl7cGOClUWwxxiUoVw4Y2G4zXKQV1p46B53wvf8=,186,14,93.00,102.0,2106,102
4-7-7-20-1344330004,100094,54,5,9.26,DcU5AQIwDADAPnmaJmn6IICBFVWYwAkTOpCCHbjl4HF5f6+v2/PuKZcKkJCAGwl0AqiomLUJC2dCral1MmvmIzimLRUqMtXHaj5MwwP/dy47zpGBZ5pzm2Z77DljpY/8AA==,32,168,16.00,99.0,407,99
5-2-1-13-1349749343,100038,54,52,96.3,DchJEYAADASwdrs9GXygAC04QB0CeKMDL5BnuC/PFu991CUKU8IAoRORoVVq3RqjoEFAMZ9EFybdhH/Jen4=,200,0,100.00,54.0,159,54
3-8-1-10-1463703784,100056,54,29,53.7,FclLDYBAEATR7vn14AEXJAhCAMmawATm8MEFNnV7FftyP9eWxzpAwkC3oEVixpLCkvR5jN6/oUElWiqqcL4f,200,0,100.00,54.0,481,54
2-6-1-8-1744217603,100010,54,23,42.59,DcqxDYBADEPR2I4vTIREwxb0jIJ0FRKTUDMgKX7z9HNdzu2Z33vcAUog0ho1bMGAOssKJDAIsU2miqVeI/brBw==,200,0,100.00,54.0,461,54
9-3-7-24-1008046802,100095,54,20,37.04,DcmrAQIwDAXAl7Rpmv5/zINHoVmQFZgFhWMNOHv+cfl8r897fRsI7IiZ4B0kaLSUxZegDKb/xdpSlzLq1NV6DzK2pVYVIE+8wOcMybK3zblMLdvRyFQc4XX7AQ==,195,5,97.50,90.0,398,90
8-8-9-13-1908278987,100096,54,4,7.41,DcopAQIBFAXA9+8Tuw3WoQlCAiR5qYAnA+tGjL5ux+O4f87nGyAwiRrYyVVE3JwjRUCaiChrlXaWa45m79QCOStbVTG80RHU2Va6Y+y46Jjodg/8vn8=,89,111,44.50,96.0,2495,96
3-2-2-24-502538131,100064,54,6,11.11,BcFHAQIwDADAJE33SHfRgAzeuOENQrAB8nhwx6/L51nf9+/1B4ikGAiYgJRmDUYzI4Ih6yyiD5YiaGVSpOAgF3CBpBpVWdC61rWMZGY2vYlKY21aYdvQRbV1NuYU46y5+JmyT1F2xuCO1bHssY+D2+MP,64,136,32.00,126.0,1723,126
7-3-3-12-181726811,200024,54,26,48.15,DcpBEYAwDETRTbJJmxZVnDhXAAJQggIMoAEj+GGGnv68mc9tOff3G+txQVTEAFOoEROzQlW4haJotTDJwpZwJ9PDOktGj6zS5lR7c0k89w8=,187,13,93.50,72.0,292,72
7-9-6-13-51148626,100087,54,10,18.52,BcFLAQJQCARAFpbH16MFbGQJT4YwiDlMYhMLOMPH5Xp/fZ6/z1sAKMTM6CeoAuHxrO6p2NWwUwvLms5JdIOucIZoTzuqR+hxxEFBLOlzOmxrM49oMJyU7+0P,197,3,98.50,102.0,2129,102
8-7-1-17-1402852137,100084,54,18,33.33,Dcg5FQJBEAXA3/c1g4LVBzkpBnBBzsMFCGOTCkqvl8/7+N1vzxeIhVXBdkpC4hKiBklksViLOWYUnoxRii5u8Rxa2M61xkOpohOUVmY2Xk3n+o6xUV6bGt/HHw==,150,50,75.00,102.0,3457,102
3-3-1-20-983724779,100063,54,7,12.96,DcK3DQJBEADA9Wd2z34JXw0RISkSLVAFGc0RUQyMRh7H93O53u7vFyACIbEomSbNGdSEtRBWLsmKOavnmqL1AaXKfyjEHL6IERp2VtgY06jv4RvqrLqKRxO3kIWA8Dx/,105,95,52.50,99.0,832,99
9-6-3-17-558885293,100069,54,12,22.22,Dcw5FUIxEADAvZM9cvwSP9jg4YCCCinoQhFppxh5X/fH9fXX7QcIiITAQqrWpBOjeLhJtB7s7k2VsQtlWh2sHuHBRBVVYJE5GkKbazOVIpwQWMFGx+xry5nnmsawR5IQInyefw==,186,14,93.00,114.0,2888,114
8-5-6-18-322930779,400017,54,22,40.74,Dco5AQJBDADAvPvkNtkEDVTouoqeGhO4wQEWMANTjzwu7/vzdr6uH0BiQkFWaswiTH3MpnYsJjeYMqKFrs2ew6S1ApvICJ6xEnlTy+EqNI1FDzgCR+GyqsitnlSx1+rA/zF7+R4bWeD8/gA=,166,34,83.00,117.0,650,117
2-6-6-10-451615587,100010,54,9,16.67,BcGxDYBADAPA5OM4DgMhMQg9u3yFxCQ0NAzFGNxhXY7tmu+9n+Yj4IFkSQqns9EtMUSrDES5jxKpwSpASbPv+QE=,200,0,100.00,54.0,232,54
4-2-2-16-501414058,100051,54,4,7.41,DcupAQJADATAbP7ck6MQHJqC6AMDhhYoFcaPPi6ffn9vd30RGAIVMZCoEjPMnCK9xNKYR9hcm2PPDkgpIDly7oKvPse1zkofICY/FLsY85yeov0vKdWbOAh0ff4A,169,31,84.50,105.0,1760,105
7-7-5-12-1849753665,200015,53,14,26.42,YzHjUfeYcqXATleLgZGBkYmRgZmFgYWVjZ2JkZmDBQjYONk5uZhZOFmYGTkYWBgZwHxWbmZWbg4moAQ3w7YqAA==,200,0,100.00,54.0,220,54
1-7-9-18-1694918170,100036,53,27,50.94,Dco7AcMwDATQs2SdbX3KJ1QCIwg6dSmSIsgcOEXRZnnT6/vjc7y/1/N8Aa2J9q5qFI65BN0lNG5aMqI0nWECkzQFucJngMPc08qoPoeWAIV7lEZ5+jLit/0B,196,4,98.00,90.0,1066,90
9-7-7-15-91390239,100066,53,8,15.09,DcxLEcJADADQ/LPJJltTddAzIrjhiZlKqAaUcEIAvb958tj213V8f88TkBBYWAiU0MyHR4Sqm4Qmz1GJ3WN2r8q1um0haGmSFEaFA5YTA0y3FEQiIL6hMdzl+/MH,118,82,59.00,93.0,2267,93
7-3-6-13-500841298,200024,53,35,66.04,DcfJDYAwDAVRLz+xnZimOHGmAArgSBVUQGH0g4SlkZ4G23If77ev50PELMrMJUOgDSq9kzmkBTxUBksPmzkyqL7Naanp4VUROUBOdv0=,182,18,91.00,72.0,250,72
7-5-6-11-793271607,100090,53,16,30.19,FYnJDYRAEMSqj+pj2O++CIIUSIHwkEiDUMiHQX7Ykv1Y7u1Zr/9+QgSqgLkQ6iJk5DTcNFHRdE+xNELwzVFUY5IzcoRFd0RV1+hJBH76Ag==,195,5,97.50,81.0,1102,81
3-9-1-12-1130105417,100074,53,36,67.92,DcoxEYBADATA5HN3CYbQgDxUMLRvgAI1DBKoSLfFYl3ueX7bc+3mI0ClIgixaYNCFjLBZJuSqyqJ4dZFor3HDw==,200,0,100.00,54.0,248,54
3-1-2-14-1609193746,100026,53,11,20.75,BcFJFYAwDAXAn61pk3BHQM8cUYEXBGABfdjg4YAZ3Zf1nO/2fBeIiQVq0qTB+/ARRJnZtCOk3FDizBTVnZiHK8RwHz8=,200,0,100.00,54.0,143,54
8-7-2-10-1799098369,200003,53,20,37.74,Y9HiNDo2L70p+KILAyMTAzMLAxMTCwMDKysbIxMIsLGzMjOwsTGwsTMwcjAxs7MxcLBwMDw4DgA=,197,3,98.50,42.0,112,42
8-6-3-18-635734265,100086,53,0,0,Dci5FUIhEADAPdmD5QM+KzDV2M6M7cNGrMjYFnTCkcfpc77eL6/bG5CYUEBRmYG0kZA1N/bQ7JhOHfwf3cJArMIQNRiDkGEUGfY+xDEPNS/KhKoDUNhbg7kk5oF71mi8dTkv1b4Tnt8f,61,139,30.50,117.0,1444,117
6-9-1-23-482484403,400012,52,13,25,DcPJDQIxDADA2LHjK87BawvYMqAECkGCThDt0Q6MNPS83K7H+/s4PwWwEmMTNfwnjx5JgKAqaAnm1IQ7N4yARKaUJAYfWXGOtYm3j52xJiarg6hXZacyl4WTmzCk9iIKUl73Hw==,135,65,67.50,108.0,1213,108
5-2-3-14-900790375,100010,52,16,30.77,YzHjS7Dsad6yKrSTgZGRgYmZgYWZlZmNnYmDjZ2Ti5OLnYOLm4OHFyjFzMrLwsjNxMjAw8bDwMDJzcDCy8rMwMxgfhsA,198,2,99.00,54.0,132,54
1-8-6-17-426078034,100075,52,22,42.31,FcmxDYAwDAXRbye2YzthMESJWIKGjjkomIyFgOakp6vrtD/zdh/LCRBzqQUkLMpitTQVEnAlJjTzf4ARUP5AzeBCpqaakt16ZIZFju5/R7hjXC8=,157,43,78.50,84.0,3717,84
9-5-2-14-635058091,200015,52,24,46.15,BcGxDYAwDATAf/sTJw57ICGlpaRmFTqGYTRmYA7utC/r+bz3MTcQNLqK1WgV6s5s1oe14aZBFHUgRGaCUWlQAa7vBw==,187,13,93.50,54.0,249,54
9-7-1-16-1615691172,400014,52,32,61.54,DcxZFcJAEATAnrtndnGFGh4SkIGC6ImUKOAHKAHlz9vj+ry/5+sOiJo4NFKKNGt3LSay2cNolsRUk8zsXJzsmVLI3mWqUdmLFSEyuf6RezlEVLaZgQqDwLxdgfP4AQ==,195,5,97.50,108.0,4474,108
7-6-1-15-1578991194,100058,52,3,5.77,DcixEcJADATAk3SS7v8JqYNqPK7HfVABGfVQhVNneMPl9ng/r89r//5gHmYAkZ7Bsmao4XdXoUYH2xEudcdsjcw7pJSFIYorNddoWE13kVyG4/wD,197,3,98.50,84.0,1201,84
3-2-2-20-1877145533,500001,52,3,5.77,BcHJDcJAEATAPbtnr9mLD18H5ACIGAmJKIjCfFwVzsfn9f4/j+9lrPMhAiCFKUupzUFUA42hrWrhpGommjYwZEFJPfox5/BxpgL2sZZ2yt5rm+t3Aw==,200,0,100.00,78.0,311,78
5-9-7-12-402054794,100033,52,28,53.85,DcI5FYBADAXAZHP8HEhCAGposYOKFUJBiQ86eDO6Luexz/d+NiIeouYAWzhnFAweWeRZ7lFp9BNF12DuTKbRUSoBuuYH,131,69,65.50,60.0,164,60
5-3-6-15-1078595735,100046,52,29,55.77,FcKxDYAwDARAO/nk7cShpmUMKgYAibGokFiNjRC6wzod+3nN2/OKpoxSyUTzhCaF2WvvQOiABkZ1Yclks1D8RrdGyr18,200,0,100.00,57.0,200,57
8-5-1-20-142556188,100063,52,18,34.62,Dcu5DQJBEAXR39f0dM+1aWFhrrsSwiUQPJLDIhhGKulZpY/j973dz+vzBtGOGMyitlViKWBSM8Bda0iWRqW7maB5HwM1aGQvoOI+u2QPU8xsxFEVS2Ixp8/Yk+fC8/UH,133,67,66.50,99.0,943,99
4-8-5-15-1952777035,100066,52,4,7.69,FcO7EQIxDAVAS8/W36IP6qAD4iviMqqiBAIKIqIAhp3ZeVxuj9f98z2fg5iJBub/WkvUpilcRWDmqhKeZV6K3eWQ1o40AYdwICM6DeBt2ppclUIFyHZqG+/rDw==,146,54,73.00,93.0,1915,93
9-4-2-11-1718428512,100009,52,31,59.62,Y9Hi2n4++ryoVGg2AyMTMwMTIzMLKysjCzMDAxsLKwM7MxMbByMjJxsDExMzOzsTBycHMycjw9pNAA==,200,0,100.00,42.0,96,42
7-3-4-11-783058347,100090,52,17,32.69,Dcq7DYNQEETRmf3vOnZESAG0QEIBlIfkNlyK+/HLro6u3a/v8ds+7/MBKKJUoxJQqMBDZGU4JDK40Myc65LSBinpWd2VNhbe5VHT2TNZM7j2Pw==,183,17,91.50,81.0,1135,81
1-1-7-11-1732359846,100009,52,36,69.23,BcExAYBADATBfLK5wwANDT1+qJDwApHxNpDBDNf2rmftxz1jZBZEj6QKuQkPbGjRplFLMnF+Pw==,200,0,100.00,42.0,129,42
7-4-3-24-1990649438,100065,52,16,30.77,DcxHDUJBFADA1/72XlGAA1zhhKCLhBs2CAI4wggYuZ5en/fzcr99AYkJRRjpEBBmRayNBXE+CDEjHhBTLlWxaz3QoMiih0wVeqtrDltb13ECAMGMFH0ybsadi8W5S/Yoy6SNC/7R4/wD,30,170,15.00,108.0,1039,108
3-6-3-13-1677162644,100034,52,16,30.77,DcixEYAwDARBSf6XLdn0ReJ6qIA66ICIZsgoBc9csHPYt+9+r/18pqgVQLhy08qm8OIUcC1EEdGsYeyjIzstqzJDrOXwiJFYdm8q8/gB,192,8,96.00,72.0,284,72
7-6-2-18-333006399,100051,52,14,26.92,DYu5EcJAEMD2/873uBZiCnIpJqEFmqIKmuAijUYjuc73eH0eT7kBgYAJBRRBSJg3lM3MKWibZEQ5R2U5YQmiZlorA8/D2y4bFkCs5q2PmDpmn7avNdx09UV4EMD39wc=,197,3,98.50,105.0,1594,105
3-8-1-10-522443187,100056,52,45,86.54,DchREcAgEAPRJFwO8FAXnamgOsAEJmquUrivN7vxzO/ft99rgRSBpkDISFQAViRrErRaT3LQWRbDPbH2AQ==,200,0,100.00,54.0,431,54
8-9-8-13-1897755796,100093,51,7,13.73,Fcw5FcJQFEXRN97/JqTgCRYSUIIF6hhImTaqCNWp9rHH7bjv7+38PomJhVjFHLArC64rxCMjKwzWWYm1rGKySjPaXNDUXZXt4kRTyUk8PMP6P9ZAYRcCvT4/,84,116,42.00,96.0,16662,96
9-2-4-24-491030752,400017,51,16,31.37,Dcq5GUFBFAbQ/26zvtlHByJ1ieRinx5UQweq4sRH76fP7XG5vs5fEINECQxjMhXH7D2BSEjZIC5ETfmIxesRvJr9Aw4qMdSaU2u9WmoZCsdCgB8wP4rW4spcZc2+xyZyYiIqs1rdq+P9/AE=,199,1,99.50,117.0,922,117
1-7-5-14-226202774,100088,51,24,47.06,DcqxDYAwDATAxP9+OwlTMAQzMBCjsAstO1EgOiJdedwXf597vY6tlFqLgag0d8WUlgDYuo0RXWB4k/eWQQsOJxWA5XxSSDRYlO/8AQ==,198,2,99.00,72.0,1876,72
8-2-2-13-2019653818,100080,51,29,56.86,BcFJEcJAAATAufZeZFEVAXnjAQtRETEowQYG6M7zcd3f3+d9HKAMIhYLwKqoKehuGTPuMsMFeJZN1bGk7cTcng1h6WtUvM4/,135,65,67.50,69.0,391,69
1-7-3-17-1039463391,100043,51,30,58.82,DcuxFcMgDATQ4zhJgMDPhefyAt7JTRbIWpkiZdr491/n9rru9/79fVAKwVIrRchErxYU5IQbIhrU5W2MkZm9zUlymQErlmFmpGcP6JkgjvUH,196,4,98.00,78.0,838,78
9-8-6-14-795548818,100028,51,12,23.53,YzHjWy35f+uVWvMHDIxMTEzMLKxsrOzsbBycnFwcXCyM3Ow8HJxsPDzcrAxAWW5eZgZ2VqA8IysXCzMvL1CIIX4tAA==,85,115,42.50,54.0,167,54
6-2-1-13-2061417132,100079,51,29,56.86,FctLFYRAEAPApJPpng8G0IQfVHBHFgY4rIH1sG/rXj62+7s/16kNJMAQINByUA1sWSY66QRqqJxzMcNzFeagYvR/qpSX3CrcE5/3Bw==,172,28,86.00,75.0,661,75
4-1-1-21-329539358,100066,51,5,9.8,Dcs5EQJAEATAmf3uf/BEYYAYEWSoQgKSiBDApV3V9rhcX5/79/d8gxBVgVJNSYoHj4VQFWYp5xLwkFxb6qPMqZViq4alJn2OglgN5/veLgqex7FXd7jhVv8=,30,170,15.00,93.0,2278,93
8-5-6-11-2126172693,100071,51,28,54.9,DcpLDYBADEXR9vVfghuChtGAAqwghAVykMOO2d2TXB3L8+7H+l0bMUMUah5ZRQ1LEKG9Ie2okhmYzjl6hqiWFkV4MKdZqgSZgc77Bw==,198,2,99.00,72.0,486,72
8-3-3-13-1267610684,100034,51,6,11.76,Dcq7EYAwDATRk06y/KMvJ6YJaqEOOiCiGTJKwTMbvVkb23e/1zifCVEQEKOuVBxJI0upoko264tKYkjASg1L68ja6IJAt8oejdkdx/4D,95,105,47.50,72.0,273,72
7-8-6-13-2076214399,100084,51,19,37.25,DYy7EQJBDMXs9fPfdEB9R04V18XlDCEl0A49sIo0CoTj9n7dv8/HeRERbxbJEiiRirmRYxezsMhEOIrLTCJcgnq8FJWzPd1GMN3JKGvltWTtSzRHzqgkshNFv88f,134,66,67.00,102.0,2879,102
6-9-5-12-1669361145,100026,51,13,25.49,YzHjkchXea937WM1AyMTMwszKxMbkGZkZmNk5+Bk4uJi4uZiZwOKMTOxMTEysgLFWLgZ2ThZGBg4mNlZGbkZti0EAA==,194,6,97.00,54.0,158,54
5-7-1-17-196685927,100079,51,22,43.14,DcxJAQIwEAPA7DabNj148UETflDBHz0oQAkeYAQM75fX9/Z5PtpGJFqwqC6OhETPJZd3kbZLweO1M3VqhqkRaEmM5Q70XWf+kwbh+v4B,120,80,60.00,75.0,660,75
8-5-2-14-1097127707,100055,51,34,66.67,BcG7EUJBDANAyZbP9n1o6w1DSi3URE5lZITs6nl7fT/XD487aC4ZPOBw+iAyvcrURcYUablc1tP2AjJOn2jXYmSNTdhJw5BVl+8pRWO8/w==,182,18,91.00,84.0,586,84
3-7-2-11-502670228,100010,51,34,66.67,Dci5DYAwEARA7936PvpBogBKcE4vREhUQkx9CEcjDdfl2O7zfcbVIACUneYWzCTACk4M7NHcKAGtLA2ImTfM3b8f,200,0,100.00,54.0,200,54
7-4-3-22-467428312,100094,51,18,35.29,Dca7FQJBCABAYOH2D/s1NvCZWYpV2ISdGFnXtaMTDb8u3/P6ub0fFZAIyQEjgzCCCAPhQYziHf2LQiAhplxq8qpmjh2CNcvdxlxDpx45JqUNPs6t3dVR1mq19RKc7SPA/fkD,161,39,80.50,99.0,532,99
9-4-3-11-1744641617,100059,51,14,27.45,FYvBDYAwDAOdOE3asAMPJD5dBiGxI2uxAhsQfrbvbOdyPPP2fVshIqpCIUCYtcreLJqHQhiusCiHcPMeI6Uemr2zaiqhyABHLeX/+L0+,100,100,50.00,81.0,792,81
3-7-2-21-2109807167,400013,51,6,11.76,Dcm5FQIxDAXAL1mSL3l90QgpndAAEY3wHsWQk1LYMunI83L7PK7f/L6DOAjUohFSLkKVGK6tGbQFYmlJiv43xiKpiVpoFQdx7sw+zDSDQFVpumLonDYOsLutg+NGZ++R1saijd/rBA==,112,88,56.00,108.0,2943,108
8-2-9-11-650497783,100079,51,27,52.94,FcgxAYBADATBXP6OzwcMoAk/qKDHDRZQQktNKLaY5Tafz3ofe1sM7t7MKgIG+aRCExzsMUQPmmUd80iGkDWnrsyQGED+5JBd7wc=,200,0,100.00,75.0,698,75
1-9-5-24-612064685,100084,51,9,17.65,DYy5EQIxDABtPZYsWX4upj7IqeKC64GcoQxqoQ48s9HO7NL9+Lxv3+fjfKUMSJgyIVNOUESr+UYBoVlEH+KzFQavI9aci6NHIBRS49K6F+GxTLXSlqKMeycVafdQSdCcANL1+wM=,53,147,26.50,102.0,4022,102
5-8-6-11-2133722576,100014,51,30,58.82,Dca5EYAwDARA3UmyHjIa8AwFmIw6KYWc5mCjtWs7at1zn4+AAEkoxdx8hDDcUv8OzdSwyk5FuXaZNzIi5D0/,198,2,99.00,54.0,116,54
